measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,1 to 4,Decubitus ulcer,Number,2002,67.65497724685211,130.78847961544653,40.31110465929149
Deaths,Global,Both,1 to 4,Other skin and subcutaneous diseases,Number,2002,87.792367196049,168.1991055619047,55.32589529941195
Deaths,Global,Both,1 to 4,Road injuries,Number,2002,60236.53656825288,69362.41195802284,43332.509550922136
Deaths,Global,Both,1 to 4,Other unspecified infectious diseases,Number,2002,10373.271679302581,14286.141238252254,6529.8478737829855
Deaths,Global,Both,1 to 4,Hemoglobinopathies and hemolytic anemias,Number,2002,15552.42632139307,23009.010333985294,8378.346997034167
Deaths,Global,Both,1 to 4,"Endocrine, metabolic, blood, and immune disorders",Number,2002,4972.582919467076,7156.1200207578395,3105.43331975896
Deaths,Global,Both,1 to 4,Congenital birth defects,Number,2002,98314.31284225007,121531.94482636153,84245.57391464034
Deaths,Global,Both,1 to 4,Neonatal disorders,Number,2006,8995.67864859582,10169.88574979826,7718.853390429247
Deaths,Global,Both,1 to 4,Protein-energy malnutrition,Number,2006,122635.42370445776,140718.66372104353,104114.33266172944
Deaths,Global,Both,1 to 4,Other nutritional deficiencies,Number,2006,5574.665210705874,7128.673078171914,4232.982116406418
Deaths,Global,Both,1 to 4,Sexually transmitted infections excluding HIV,Number,2006,3503.4269004545763,6890.387450299566,1292.8515803424802
Deaths,Global,Both,1 to 4,Acute hepatitis,Number,2006,13417.618835447978,16491.986490098956,8661.05627406084
Deaths,Global,Both,1 to 4,Other unspecified infectious diseases,Number,2006,9544.437896188674,12782.978920854062,6123.774189539397
Deaths,Global,Both,1 to 4,Hemoglobinopathies and hemolytic anemias,Number,2006,14543.52494342319,21027.651218757623,8002.3665290136905
Deaths,Global,Both,1 to 4,Tuberculosis,Number,2003,58302.28247296501,66230.71964761411,48819.66251161015
Deaths,Global,Both,1 to 4,HIV/AIDS,Number,2003,97225.5952528412,103174.74347929297,90979.93811984018
Deaths,Global,Both,1 to 4,Diarrheal diseases,Number,2003,442647.3279706408,519587.54663224454,361864.3774834067
Deaths,Global,Both,1 to 4,Other intestinal infectious diseases,Number,2003,803.60822155396,1745.0480043567718,384.79828070636
Deaths,Global,Both,1 to 4,Lower respiratory infections,Number,2003,388279.4451250616,439807.391560214,324772.7879626156
Deaths,Global,Both,1 to 4,Upper respiratory infections,Number,2003,3646.4216216966324,6964.830991004321,1055.8272369774063
Deaths,Global,Both,1 to 4,Otitis media,Number,2003,265.04607747252874,542.0925822719399,104.90498443517714
Deaths,Global,Both,1 to 4,Meningitis,Number,2003,103029.16390453432,120675.02357719232,82358.08860835017
Deaths,Global,Both,1 to 4,Encephalitis,Number,2003,15942.121547516743,22662.077257293233,12218.538051098829
Deaths,Global,Both,1 to 4,Diphtheria,Number,2003,5559.167161387055,9428.813308070927,3252.427256378587
Deaths,Global,Both,1 to 4,Whooping cough,Number,2003,62764.576108342626,119096.05972410396,29464.863805684734
Deaths,Global,Both,1 to 4,Tetanus,Number,2003,6731.498973121792,10422.350527481009,3715.8287768003947
Deaths,Global,Both,1 to 4,Measles,Number,2003,253609.53607484457,504697.29431342403,95342.14946628509
Deaths,Global,Both,1 to 4,Varicella and herpes zoster,Number,2003,4422.886018547554,5360.129498331333,3521.547637267614
Deaths,Global,Both,1 to 4,Malaria,Number,2003,385018.8370173782,540472.155632794,268650.5357715571
Deaths,Global,Both,1 to 4,Chagas disease,Number,2003,1.6531734147243142,1.9056051896413986,1.4687227143196022
Deaths,Global,Both,1 to 4,Leishmaniasis,Number,2003,7452.219360845217,38348.066870610885,2.9350559565983976
Deaths,Global,Both,1 to 4,African trypanosomiasis,Number,2003,694.4008926644143,2016.322830783139,189.420619685436
Deaths,Global,Both,1 to 4,Schistosomiasis,Number,2003,781.9260373163571,1080.1068094867196,553.490132719922
Deaths,Global,Both,1 to 4,Paralytic ileus and intestinal obstruction,Number,2003,3347.8433051235756,4338.835727559135,2472.4746880635234
Deaths,Global,Both,1 to 4,"Inguinal, femoral, and abdominal hernia",Number,2003,651.1655839069417,989.1472092473009,434.4374112052841
Deaths,Global,Both,1 to 4,Inflammatory bowel disease,Number,2003,1190.7107266786747,2324.5250346369585,629.1147737455286
Deaths,Global,Both,1 to 4,Vascular intestinal disorders,Number,2003,423.12891961508416,582.9016825257498,156.91585679619033
Deaths,Global,Both,1 to 4,Gallbladder and biliary diseases,Number,2003,865.0183995406701,1205.3737362864515,552.4613428704779
Deaths,Global,Both,1 to 4,Pancreatitis,Number,2003,126.96545103905986,225.84017245491665,80.5862106068408
Deaths,Global,Both,1 to 4,Other digestive diseases,Number,2003,2413.288218883267,3723.3756118275755,1657.5062319140636
Deaths,Global,Both,1 to 4,Epilepsy,Number,2003,11192.436133688872,14737.338303745668,7004.386794484653
Deaths,Global,Both,1 to 4,Motor neuron disease,Number,2003,214.74371603967876,302.30671262959817,122.70330145342281
Deaths,Global,Both,1 to 4,Other neurological disorders,Number,2003,2776.5602932184597,4035.408392699017,1237.6768900185327
Deaths,Global,Both,1 to 4,Appendicitis,Number,2004,2719.1601525478563,4003.9760898827676,1491.8327409822448
Deaths,Global,Both,1 to 4,Exposure to forces of nature,Number,2004,15718.741380850957,21021.316573877884,11527.181044304652
Deaths,Global,Both,1 to 4,Environmental heat and cold exposure,Number,2004,1648.6147860551057,2714.6233826588,639.7355012620067
Deaths,Global,Both,1 to 4,Ebola,Number,2004,2.129597085580875,2.7573019153384744,1.6049263923648367
Deaths,Global,Both,1 to 4,Executions and police conflict,Number,2004,207.98516278916256,217.05470198649567,201.7962673859742
Deaths,Global,Both,1 to 4,Zika virus,Number,2004,0.0,0.0,0.0
Deaths,Global,Both,1 to 4,Kidney cancer,Number,2001,1643.158115057183,2130.46235296139,1208.3358389023717
Deaths,Global,Both,1 to 4,Brain and nervous system cancer,Number,2001,8007.221664037177,11129.789128735389,4970.204126798198
Deaths,Global,Both,1 to 4,Hodgkin lymphoma,Number,2001,854.1831227873179,1232.5656083771848,445.6706401347587
Deaths,Global,Both,1 to 4,Non-Hodgkin lymphoma,Number,2001,4518.079703416298,6042.194356357848,3310.400652375924
Deaths,Global,Both,1 to 4,Leukemia,Number,2001,16004.595321238437,22834.39422706668,11643.768153709721
Deaths,Global,Both,1 to 4,Other malignant neoplasms,Number,2001,10646.343296375855,15780.797702110056,7426.025717509501
Deaths,Global,Both,1 to 4,Other neoplasms,Number,2001,1216.690310295169,1656.6195106564637,784.3282962933048
Deaths,Global,Both,1 to 4,Rheumatic heart disease,Number,2001,5628.8029187794955,6919.638569534906,4591.321691118692
Deaths,Global,Both,1 to 4,Cysticercosis,Number,2006,152.650618648713,259.7883793082943,67.3625558428169
Deaths,Global,Both,1 to 4,Cystic echinococcosis,Number,2006,323.35743311884306,474.5324917337627,176.62950080067742
Deaths,Global,Both,1 to 4,Dengue,Number,2006,4644.576221471999,6158.137385089675,1947.0923848014907
Deaths,Global,Both,1 to 4,Yellow fever,Number,2006,610.4013132638277,1854.388028626471,115.49879640286709
Deaths,Global,Both,1 to 4,Rabies,Number,2006,2869.0559421227626,4413.718216517076,2077.4757837575216
Deaths,Global,Both,1 to 4,Intestinal nematode infections,Number,2006,4313.914944178205,5687.179018544258,3210.231977133911
Deaths,Global,Both,1 to 4,Other neglected tropical diseases,Number,2006,3590.4988828845085,16771.159606095767,1179.45595384802
Deaths,Global,Both,1 to 4,Cysticercosis,Number,2002,175.92385183235555,300.47593591764974,82.21669118502585
Deaths,Global,Both,1 to 4,Cystic echinococcosis,Number,2002,411.6835124338731,590.2186939869051,255.38328676409088
Deaths,Global,Both,1 to 4,Dengue,Number,2002,4569.720252340808,6582.748039771397,2129.438425790668
Deaths,Global,Both,1 to 4,Yellow fever,Number,2002,662.0321922773888,2005.0761003617858,130.14592378832626
Deaths,Global,Both,1 to 4,Rabies,Number,2002,3561.632391354827,5385.743947751067,2416.4346816679786
Deaths,Global,Both,1 to 4,Intestinal nematode infections,Number,2002,5341.160556043767,6964.3262555435485,3889.594740707602
Deaths,Global,Both,1 to 4,Other neglected tropical diseases,Number,2002,3783.1244032643426,17548.63974710517,1224.7711743465222
Deaths,Global,Both,1 to 4,Neonatal disorders,Number,2002,9393.35382182581,11518.168286596616,7865.766506074077
Deaths,Global,Both,1 to 4,Protein-energy malnutrition,Number,2002,155354.5222015969,179182.29803405068,130961.77825339981
Deaths,Global,Both,1 to 4,Other nutritional deficiencies,Number,2002,6943.640518663064,8768.821154599473,5084.906963613713
Deaths,Global,Both,1 to 4,Sexually transmitted infections excluding HIV,Number,2002,3482.421454470071,6903.047001298553,1316.307674287855
Deaths,Global,Both,1 to 4,Acute hepatitis,Number,2002,14821.946717082094,18343.278566801222,9973.16983078431
Deaths,Global,Both,1 to 4,Tuberculosis,Number,2007,48102.92372718678,54334.61385743826,41873.731236572865
Deaths,Global,Both,1 to 4,HIV/AIDS,Number,2007,86887.6805482278,93152.12858252082,81071.6280482594
Deaths,Global,Both,1 to 4,Diarrheal diseases,Number,2007,388882.4579181386,457414.4319605725,326445.28925183613
Deaths,Global,Both,1 to 4,Executions and police conflict,Number,2008,129.35930117485458,136.84033854512356,124.44279484126359
Deaths,Global,Both,1 to 4,Zika virus,Number,2008,0.0,0.0,0.0
Deaths,Global,Both,1 to 4,Conflict and terrorism,Number,2008,5954.301316940899,6742.833489098588,5349.697226762981
Deaths,Global,Both,1 to 4,Typhoid and paratyphoid,Number,2008,29600.284570808253,55330.37953939922,13653.63888431502
Deaths,Global,Both,1 to 4,Invasive Non-typhoidal Salmonella (iNTS),Number,2008,26016.971081317162,45249.008502915756,13843.066210446246
Deaths,Global,Both,1 to 4,Paralytic ileus and intestinal obstruction,Number,2007,3476.6954083342343,4476.318029654065,2527.362457301718
Deaths,Global,Both,1 to 4,"Inguinal, femoral, and abdominal hernia",Number,2007,594.2032385185146,841.8253544512986,424.4401584050947
Deaths,Global,Both,1 to 4,Inflammatory bowel disease,Number,2007,1086.7457950215382,1990.6046639136566,611.530138722853
Deaths,Global,Both,1 to 4,Vascular intestinal disorders,Number,2007,404.1939790982905,542.4481705369664,156.02597153542794
Deaths,Global,Both,1 to 4,Gallbladder and biliary diseases,Number,2007,840.3190975033077,1190.6296207018288,556.4509162031827
Deaths,Global,Both,1 to 4,Pancreatitis,Number,2007,126.53083905121649,194.85737955429627,86.71205917397262
Deaths,Global,Both,1 to 4,Other digestive diseases,Number,2007,2149.861082297077,3010.7518785109646,1540.685048645536
Deaths,Global,Both,1 to 4,Epilepsy,Number,2007,10250.67307767413,13360.720346915446,7016.325121619839
Deaths,Global,Both,1 to 4,Motor neuron disease,Number,2007,197.82721937415045,255.5690391631577,123.08712757732842
Deaths,Global,Both,1 to 4,Other neurological disorders,Number,2007,2620.0410415834576,3688.069441781078,1255.9679699247224
Deaths,Global,Both,1 to 4,Drug use disorders,Number,2007,8.986391193082936,18.951907360594276,2.582898188937653
Deaths,Global,Both,1 to 4,Diabetes mellitus,Number,2007,748.695903445077,894.7276565871383,596.634632698339
Deaths,Global,Both,1 to 4,Acute glomerulonephritis,Number,2007,280.4870096054782,391.6032647723598,162.78546122471153
Deaths,Global,Both,1 to 4,Chronic kidney disease,Number,2007,9496.675170708953,10599.605209667627,8387.268962534206
Deaths,Global,Both,1 to 4,"Endocrine, metabolic, blood, and immune disorders",Number,2006,4821.705681915353,6651.585479121808,3186.4989584896384
Deaths,Global,Both,1 to 4,Congenital birth defects,Number,2006,94302.48424562898,113599.8406257343,83590.91512149005
Deaths,Global,Both,1 to 4,Decubitus ulcer,Number,2006,68.37490299894289,122.2186610616692,42.60546074377009
Deaths,Global,Both,1 to 4,Other skin and subcutaneous diseases,Number,2006,83.39356259101196,151.75293144548965,54.55554095666135
Deaths,Global,Both,1 to 4,Road injuries,Number,2006,54715.3744004491,62326.426334092386,40679.12352412454
Deaths,Global,Both,1 to 4,Other intestinal infectious diseases,Number,2007,637.0412069893581,1415.5236680682672,303.40075824398355
Deaths,Global,Both,1 to 4,Lower respiratory infections,Number,2007,333371.56900745025,374066.3342400411,291689.4653717367
Deaths,Global,Both,1 to 4,Upper respiratory infections,Number,2007,3140.5809947245175,5856.665148847753,867.0768408080058
Deaths,Global,Both,1 to 4,Otitis media,Number,2007,203.4553019127684,419.9076435718327,86.57217525956695
Deaths,Global,Both,1 to 4,Meningitis,Number,2007,91324.97532968203,106510.18609361662,74519.11439054552
Deaths,Global,Both,1 to 4,Encephalitis,Number,2007,14285.032580356961,18387.92139313982,11730.82490483615
Deaths,Global,Both,1 to 4,Diphtheria,Number,2007,2862.440031847118,4522.589084909885,1757.3412870136117
Deaths,Global,Both,1 to 4,Whooping cough,Number,2007,54808.58416113168,100145.44451577948,25082.689725971148
Deaths,Global,Both,1 to 4,Tetanus,Number,2007,4072.6901813651007,6506.722776557369,2474.969939671029
Deaths,Global,Both,1 to 4,Measles,Number,2007,130060.42091630358,263588.0207911278,48894.40326643843
Deaths,Global,Both,1 to 4,Varicella and herpes zoster,Number,2007,4018.743714896473,4813.711878804534,3310.2578265049037
Deaths,Global,Both,1 to 4,Malaria,Number,2007,374051.85404086875,513531.23772520805,264580.65823717695
Deaths,Global,Both,1 to 4,Chagas disease,Number,2007,1.243227297935579,1.5038735136054209,1.0686313163369445
Deaths,Global,Both,1 to 4,Leishmaniasis,Number,2007,4946.1615755935545,26093.355777587334,1.7451542829355877
Deaths,Global,Both,1 to 4,African trypanosomiasis,Number,2007,332.27099363775295,978.4242682296154,83.75802301199761
Deaths,Global,Both,1 to 4,Schistosomiasis,Number,2007,663.9200608321331,918.4464000019805,463.97521251580423
Deaths,Global,Both,1 to 4,Tuberculosis,Number,2011,38596.15997923783,43750.28651060735,33426.86643125137
Deaths,Global,Both,1 to 4,HIV/AIDS,Number,2011,53509.361309952394,57977.2975962438,49457.59408847706
Deaths,Global,Both,1 to 4,Diarrheal diseases,Number,2011,317137.89248072426,368168.6141026287,271671.9577792886
Deaths,Global,Both,1 to 4,Other intestinal infectious diseases,Number,2011,487.05302951288076,1129.8057457433492,224.57666194787134
Deaths,Global,Both,1 to 4,Lower respiratory infections,Number,2011,275531.7563343061,308750.2592562013,240802.27878921005
Deaths,Global,Both,1 to 4,Upper respiratory infections,Number,2011,2707.991874694797,4823.480075872211,777.2060340249083
Deaths,Global,Both,1 to 4,Otitis media,Number,2011,151.8926269594251,314.55569900946386,71.38951895491938
Deaths,Global,Both,1 to 4,Meningitis,Number,2011,76381.70131896209,89814.17670096608,62050.12395838314
